name,username
Eric Rowe,EricRowe32

Eddie Royal,EddieRoyalWR

Robert Royal,RobertRoyalFNDN

Evan Royster,Evan_Royster

Martin Rucker,RuckerSouthSide

Mike Rucker,Ruckuz84

Kyle Rudolph,KyleRudolph82

Henry Ruggs III,__RUGGS

Jon Runyan,RepJonRunyan

T.J. Rushing,TJRushing20

KeiVarae Russell,Keivarae1

Ryan Russell,RKRelentless

Kevin Rutland,K_Rutland22

Jake Ryan,JakeRyan_47

Jon Ryan,JonRyan9

Matt Ryan,M_Ryan02

Tim Ryan,TimRyan99

DeMeco Ryans,DRyans59

Rodger Saffold,Rodger_Saffold

Greg Salas,GregSalas1

Michael Sam,MichaelSam52

Ty Sambrailo,TySambo51

James Sample,phenom2323

Asante Samuel Jr.,godschild3_

Asante Samuel,pick_six22

Mark Sanchez,Mark_Sanchez

Rigoberto Sanchez,Rigojio88

Zack Sanchez,ZSanchez15

Barry Sanders,BarrySanders

Deion Sanders,DeionSanders

Emmanuel Sanders,ESanders_10

James Sanders,JamesSanders36

Jamarca Sanford,sanford33

Bishop Sankey,BishopSankey

Mohamed Sanu,Mo_12_Sanu

Ricky Sapp,Sapp91

Warren Sapp,WarrenSapp

Lydell Sargeant,lsarge10

Bud Sasser,budsasser21

Jalen Saunders,jalen6saunders

Weslye Saunders,Wes_Saunders88

Tom Savage,tomsavage03

Gale Sayers,RealGaleSayers

Brian Schaefering,BSCHAEFERING

Matt Schaub -

Brandon Scherff,bscherff68

Mark Schlereth,markschlereth

Joe Schobert,TheSchoGoesOn53

Michael Schofield,SchoBlue75

O'Brien Schofield,Ob_Scho

Geoff Schwartz,geoffschwartz

Josh Scobee,JoshScobee10

Bart Scott,BartScott57

Bryan Scott,teambryanscott

Da'Rel Scott,DaRelScott_RB

Darrion Scott,DarrionScott

Freddie Scott,FreddieScott

Garrett Scott,G_smooth75

Da'Norris Searcy,DSearcy_21

Lache Seastrunk,TheLache_Show26

George Selvie -

Jordan Senn,JordanSenn57

Coty Sensabaugh,CotySense

Gerald Sensabaugh,Gsensabaugh

Isaac Seumalo,IsaacSeumalo

Kevon Seymour,KevonSeymour

Scott Shanle,scottshanle

Shannon Sharpe,ShannonSharpe

Tajae Sharpe,Show19ine

Darryl Sharpton,DARRYLSHARPTON

Tim Shaw,TShawsTruth

Ryan Shazier,RyanShazier

Kory Sheets,Sheets24K

Danny Shelton,Danny_Shelton55

Prince Shembo,PrinceShembo

Sterling Shepard,sterl_shep3

Austin Shepherd,AShep79

JaCorey Shepherd,mrJ_shep

Kelvin Sheppard,KelvinSheppard

Richard Sherman,RSherman_25

Visanthe Shiancoe,VShiancoe

Sam Shields -

A.Q. Shipley,aqshipley

Jeremy Shockey,JeremyShockey

Cecil Shorts,CecilShortsIII

Mickey Shuler,Mickey_Shuler

Lawrence Sidbury,lawrencesidbury

Ian Silberman,Suupaman77

Jamie Silva,JamieSilva40

Justin Simmons,jsimms1119

Jerome Simpson,rome081

Billy Sims,billysims1978

Charles Sims,csims34

Ernie Sims,ErnieSims34

Keith Sims,ksims69

LeShaun Sims,LeshaunSims

Rob Sims,robasims

Mike Sims-Walker,MikeSimsWalker

Tony Siragusa,TonySiragusa

Josh Sitton,jsitton71

Buster Skrine,BusterSkrine

Rashawn Slater,rdsl8r

Steve Slaton,Steve23Slaton

Tedarrell Slaton,_56Ms_

Kiero Small,KieroSmall36

Wendell Smallwood,WSmallwood28

Yawin Smallwood -

Aldon Smith,aldonsmith

Alfonso Smith,FonzoRB29

Alphonso Smith,AlphonsoSmith2

Andre Smith,BigSmitty71

Anthony Smith,antkingsmith

Antonio Smith,antoniosmith94

Brad Smith,RealBradSmith

Braden Smith,BradenSmith72

DeAngelo Smith,DLO614

Derron Smith,D_SmithFS

Devin Smith,dsmithosu

Donovan Smith,DSmith_76

Emmitt Smith,EmmittSmith22

Eric Smith,Esmitty33

Jaylon Smith,thejaylonsmith

Jimmy Smith,RealJimmySmith

Keith Smith,K_SMITH31

Kevin Smith,KevinSmithRB

Kolby Smith,MrKolbySmith

Malcolm Smith,MalcSmitty

Marcus Smith,MarcusSmithII

Preston Smith,PrestonSmith94

Reggie Smith,superreg30

Rod Smith,TheREALrodSmith

Ryan Smith,OhLawwwdy

Sean Smith,SeanSMITH24

Shaun Smith,autumnsjs90

Steve Smith Sr.,89SteveSmith

Steve Smith,SteveSmithII

Taj Smith,TajSW10

Telvin Smith,TelvinSmith_22

Torrey Smith,TorreySmithWR

Tye Smith,TyeSmithCB

Wade Smith,Smitty74allday

Will Smith,iWillSmith

Za'Darius Smith,TheRealZSmith

Shaky Smithson,ShakySmithson

Adam Snyder,ASnyds68

Kristjan Sokoli,Kristjan90

Dezmen Southward,D_Southward12

Martrell Spaight,spaight1

Marcus Spears,mspear96

E.J. Speed,EJ_SPEED

Noah Spence,nspence94

Chris Spencer,clark7365

Evan Spencer,E_Spencer6

Takeo Spikes,TakeoSpikes51

C.J. Spiller,CJSPILLER

C.J. Spillman,CJSPILLMAN27

Jason Spriggs,Jason_Spriggs78

Marquis Spruill,Sprui11z

Steve Spurrier,stevespurrieruf

Matthew Stafford -

Joe Staley,jstaley74

Donte' Stallworth,DonteStallworth

R.J. Stanford,RJStanford25

Derek Stanley,DStan19

Ronnie Stanley,megatronnie

Drew Stanton,drewstanton

James Starks,James44Starks

Max Starks,maxstarks78

Randy Starks,starks94

Scott Starks -

Jimmy Staten,jstaten90

Shamar Stephen,ShamarStephen59

Neal Sterling,Neal_Sterling

Tony Steward,Tony_theTiger7

Jonathan Stewart,Jonathanstewar1

Kordell Stewart,KSlash10

Ryan Stewart,1livestew

Devon Still,Dev_Still71

Kenny Stills,KSTiLLS

Ed Stinson,ejstinson72

Michael Strahan,michaelstrahan

Zach Strief,ZachStrief

Jaelen Strong,JaelenStrong

Marcus Stroud,marcusstroud99

Chansi Stuckey,ChansiStuckey

Kasey Studdard,Studdard64

Andy Studebaker,studie32

Xavier Su'a-Filo,bigxmanee

Nate Sudfeld,NateSudfeld

Terrell Suggs,untouchablejay4

Ndamukong Suh,NdamukongSuh

Nick Sundberg,NickSundberg

Vinnie Sunseri,vsunseri3

Will Sutton,SweetTeaWillie

Will Svitek,WillSvitek

Brett Swain,Brett_Swain16

Damian Swann,D_Swann

Travis Swanson,Tswan64

Stevenson Sylvester,SSylvester55

Alameda Ta'amu,MEDATAAMU74

Joe Tafoya,JoeTafoya

Lorenzo Taliaferro,ZoBot_45

Darryl Talley,DarrylTalley

Jacob Tamme,JacobTamme

Darryl Tapp,dtapp55

Charles Tapper,Takeflightchuck

Steve Tasker,SteveTasker89

Ben Tate,BenTateRB

Golden Tate,ShowtimeTate

Fred Taylor,FredTaylorMade

Ike Taylor,Ike_SwagginU

Jason Taylor,JasonTaylor

Jonathan Taylor,JayT23

Kelvin Taylor,Kelvintaylor21

Phil Taylor,PhilTaylor98

Tyrod Taylor,TyrodTaylor

Tim Tebow,TimTebow

Mike Teel,MTeel14

Randall Telfer,RandallTelfer

Mike Tepper,MikeTepper79

AJ Terrell,ajterrell_8

Craig Terrill,TerrillMusic

John Theus,jtheus71

Brandon Thomas,BTHOM63_100

Cam Thomas,Zilla9396

De'Anthony Thomas,DATBLACKMOMBA13

Demaryius Thomas,DemaryiusT

Devin Thomas -

Donald Thomas,Thedthomas64

Earl Thomas,Earl_Thomas

Logan Thomas,LoganThomasSr_6

Marcus Thomas,MarcusThomas_79

Michael Thomas,Cantguardmike

Mike Thomas -

Pierre Thomas,Pierre_Thomas

Terrell Thomas,TerrellThomas24

Thurman Thomas,thurmanthomas

Brandyn Thompson,BThompson_BT

Cedric Thompson,ascedbyme

Darian Thompson,DThompson004

Mykkele Thompson,MykkeThom2

Peyton Thompson,tattedNspatted

Shaq Thompson,ShaqThompson_7

Tyrus Thompson,TyrusT_71

David Thornton,DT_50

John Thornton,JohnThornton

Walter Thurmond,WaltThurm3

Andrew Tiller,BigTill66

Charles Tillman,peanuttillman

Lawrence Timmons,lawrencetimmons

Andre Tippett,AndreTippett

Robbie Tobeck,RobbieTobeck

Jordan Todman,JordanTodman

Tommy Togiai,Big_Tom72

Mike Tolbert,miketolbert35

Laken Tomlinson,laken77

Cole Toner,Ol_King_Cole

Amani Toomer,AmaniAToomer

Nick Toon,Nick2oon

Ryan Torain,RyanTorain

Anthony Toribio,Ribzz93

Leigh Torrence,ltorrence24

Patrick Trahan,YoungMFGator

Justin Trattou,Justin_Trattou

Laquon Treadwell,SuccessfulQuon

Jordan Tripp,jtripp37

Jeremiah Trotter,JTrotter_54

Torell Troup,TorellTroup

Johnnie Troutman,J_Trout63

Jeremy Trueblood,jeremyTRUEblood

Desmond Trufant,DesmondTrufant

Justin Tryon -

Justin Tuck,JustinTuck

Ross Tucker,RossTuckerNFL

Max Tuerk,maxtuerk

Stephon Tuitt,DOCnation_7

Davis Tull,dtull55

Stephen Tulloch,stephentulloch

Laremy Tunsil,KingTunsil78

Kemoko Turay,Kturay_58

Kyle Turley,KyleTurley

Billy Turner,Big_Mountain77

Kevin Turner,KevinTurner_NFL

Payton Turner,pt_turner98

Trai Turner,trai_turner

Vernon Turner,VernonMTurner

Tiquan Underwood,TiUnderwood

Courtney Upshaw,334Upshaw41

Brent Urban,urbanlegend96

Brian Urlacher,BUrlacher54

John Urschel,JohnCUrschel

Ben Utecht,BenUtecht

C.J. Uzomah,cjuzomah81

Kenny Vaccaro,KennyVaccaro4

Vincent Valentine,TheRealVRVJ

Max Valles,big_black5

Courtney Van Buren,cvanburen

Mitchell Van Dyk,Mitch64psu

DeMarcus Van Dyke,D_VanDyke8

Kyle Van Noy,KVN_03

Nick Vannett,N_Vannett81

Clarence Vaughn,clarence_vaughn

Jared Veldheer,Veldheer68

Ross Ventrone,RustyBenson35

Brock Vereen,brockvereen

Shane Vereen,ShaneVereen34

Alterraun Verner,Alvern_1

Jason Verrett,Jfeeva_2

Michael Vick,MikeVick

Jonathan Vilma,JonVilma51

Danny Vitale,RealDannyVitale

Bobby Wade,80bobbywade

Bobby Wagner,Bwagz54

Cameron Wake,Kold91

Clive Walford,OGSlick_46

Darius Walker,dariusawalker

Delanie Walker,delaniewalker82

Frank Walker,FRANKWALKER41

Herschel Walker,HerschelWalker

Vance Walker,SwaggerVance99

Mike Wallace,Wallace17_daKid

Roberto Wallace,Roberto_Wallace

Darrin Walls,Dwalls2ND

Ed Wang,ewang77

Derrick Ward,DerrickWard32

Hines Ward,mvp86hinesward

Jihad Ward,JIHADWARD17

Jimmie Ward,ward_jimmie

T.J. Ward,BossWard43

Danny Ware,DannyWare28

DeMarcus Ware,DeMarcusWare

Jeremy Ware,Jware9

Matt Ware -

Larry Warford,wardaddy_75

Chance Warmack,chancewarmack

Kurt Warner,kurt13warner

Donovan Warren,DWarren2

Peter Warrick,Pdub80

Adolphus Washington,awashington_92

DeAndre Washington,dwa5hington

Donald Washington,DWashIII

Dwayne Washington,UWdwayne12

Fabian Washington,FABEWASH31

Leon Washington,Leon_Washington

Jason Watkins,jwat985

Jaylen Watkins,jwat14

Rokevious Watkins,MoneyintheSwank

Sammy Watkins,sammywatkins

Chris Watt,CWatt65

Derek Watt,DerekWatt34

J.J. Watt,JJWatt

Brandon Watts,1on1wattsisland

Tress Way,tress_way

Reggie Wayne,ReggieWayne_17

Trae Waynes,TWaynes_15

Steve Weatherford,Weatherford5

Stephen Weatherly,TDHAthlete

Sean Weatherspoon,SeanWSpoon56

Leonard Weaver,LeonardWeaver

Joe Webb,JoeWebb_14

Lardarius Webb,LWebb21

Adam Weber,Adam_Weber8

Corey Webster,IAMCweb

Brandon Weeden,bweeden3

Eric Weems,ericweems

Wes Welker,WesWelker

Beanie Wells,BeanieWells26

Matthew Wells,bruhbruh601

Keith Wenning,Wenning10

Carson Wentz,cj_wentz

Bjoern Werner,BjoernWerner

Pete Werner,petewerner23

Terrance West,TerranceWestBWI

Brian Westbrook,36westbrook

Byron Westbrook,BWestbrook34

Christian Westerman,cwest_55

Jamaal Westerman,JamaalWesterman

Philip Wheeler,Philgood50

Ernie Wheelwright,Mr_MoneyErn2U

Guy Whimper,GuyWhimper68

Chris White,CWhite51

Corey White,CoreyWhiteJr3

James White,SweetFeet_White

Johnny White,Johnny_R_White

Kevin White,mrkevinwhite

LenDale White,THEREAL_LENDALE

Markus White,Em_Whyte55

Roddy White,roddywhiteTV

Cody Whitehair,WhItehair76

Donte Whitner,DonteWhitner

Jermaine Wiggins,jwiggs85

Marcellus Wiley,marcelluswiley

Vince Wilfork,wilfork75

Muhammad Wilkerson,mowilkerson

Aaron Williams,ajwilliams23

Aeneas Williams,aeneas35

Andre Williams,drewill44

Antwione Williams,twanyouafool

Brandon Williams,bwill59

Cary Williams,CaryWilliams26

Chandler Williams,ChandlerW11

D.J. Williams,dj45williams

D.J. Williams,DjWilliam55

Damian Williams,DwillOne7

Dan Williams,MrDanWilliams

Daryl Williams,DWilliams_60

Derrick Williams,DWheelz15

Eddie Williams,RealEWilliams

Ian Williams,IWilliams95

Jack Williams,G5Jack

Jamal Williams,76767676

Jamar Williams,JamarWilliams53

Jason Williams,WreakingHavoQ

Jonathan Williams,Jwillpart2

Karlos Williams,Karlos_Sr

Keiland Williams,kwill35

Keith Williams,s_kwilli32

Kyle Williams,KyleWilliams_10

LaQuan Williams,i_amQUAN

Leonard Williams,leonardwilliams

Madieu Williams,MadieuWmsFndtn

Mario Williams,bbwolf94

Marlon Williams,thereall__6

Maxx Williams,williams_maxx

P.J. Williams,PjWilliams_26

Roy Williams,roywilliams31

Ryan Williams -

Sam Williams,samwilly54

Seth Williams,8_sethwilliams

Stephen Williams,SteveWill_14

Sylvester Williams,Sylwil92

Teddy Williams,_FastTeddy_

Thomas Williams,T_Williams56

Torri Williams,_twil13

Tramon Williams,HighRizer22

Zack Williams,fatboyfast

Avery Williamson,AWilliamson54

Patrick Willis,PatrickWillis52

Jedrick Wills Jr.,JWills73

Drew Willy,Drew_Willy

Adrian Wilson,adrian_wilson24

C.J. Wilson,cjwilson95

Chris Wilson,CWil95Flint

Damien Wilson,dwilson_6

E.J. Wilson,EjfrmVA

George Wilson -

Isaiah Wilson,_LayZay_

John Parker Wilson,jpwilson4

Josh Wilson,TheJoshWilson

Kyle Wilson,KWilson20

Marco Wilson,MJW_era

Martez Wilson,MartezWilson773

Otis Wilson,OtisWilson_55

Ramik Wilson,WilsonRamik

Rod Wilson,RodWilson58

Russell Wilson,DangeRussWilson

Tavon Wilson,tavonwilson

Zach Wilson,ZachWilson

Kamerion Wimbley,Mr_Wimbley95

Robert Windsor,RobertWindsor54

Eric Winston,ericwinston

Jameis Winston,Jaboowins

Coy Wire,CoyWire

Jason Witten,JasonWitten

Garrett Wolfe,GWolfe25

Eric Wood,EWood70

Jonathan Woodard,Woodro_96

Danny Woodhead,danny__woodhead

LaMarr Woodley,LaMarrWoodley

Bear Woods,TheBEAR45

Darren Woodson,darrenwoodson28

Damien Woody,damienwoody

Wesley Woodyard,WoodDro52

Corey Wootton,CoreyWootton

Jason Worilds,WorildsGreatest

Jerel Worthy,I_AM_Worthy99

George Wrighster,georgewrighster

Eric Wright,EWrighteous21

Gabe Wright,NineORhino

K.J. Wright,KJ_WRIGHT34

Major Wright,LilMade21

Scooby Wright III,TwoStarScoob

Devon Wylie,WylieMan7

Jarius Wynn,slickwynn94

Jimmy Wyrick,GameReadyjw

Rock Ya-Sin,RockYasin26

David Yankey,papa_yank

T.J. Yates,TJ_Yates

T.J. Yeldon,T_Yeldon

Albert Young,adotyoung

Sam Young,bigyoungin76

Tavon Young,Tyoung_NL

Titus Young,TitusYoung

Usama Young -

Jack Youngblood,theblood85

Tom Zbikowski,tommyzbikowski

Dominique Zeigler,DZeigler17

Amos Zereoue,zereoue

Anthony Zettel,Zettel98

Lee Ziemba,Ziemba73

Ad-Free Login Create Account
You are here: PFR Home Page > Frivolities > Football Player Twitter Accounts
Full Site Menu 
Return to Top
